Boyut düşürmede 'Özellik Seçme' (Feature Selection) ile 'Özellik Çıkarma' arasındaki temel fark nedir?,"Özellik seçme orijinal değişkenlerin bir alt kümesini korurken, özellik çıkarma veriyi yeni yapay bileşenlere dönüştürür."
Yüksek boyutlu veriyi 2D veya 3D uzayda görselleştirmek için en sık tercih edilen doğrusal olmayan yöntemler hangileridir?,t-SNE ve UMAP yöntemleri.
PCA (Temel Bileşen Analizi) algoritmasının ilk adımı nedir?,Veriyi merkezlemek (sütun ortalamasını her gözlemden çıkarmak).
PCA'da kovaryans matrisi $C$ hangi matematiksel formülle hesaplanır?,$C = \frac{1}{N} \tilde{X}^T \tilde{X}$ (Burada $\tilde{X}$ merkezlenmiş veridir).
PCA'da kullanılan 'Scree Plot' grafiği neyi belirlemek için kullanılır?,Özdeğerlerin sıralı dizilimindeki 'dirsek' noktasını bularak optimal bileşen sayısını ($k$) seçmek.
PCA'da açıklanan varyans oranı (EVR) nasıl hesaplanır?,$EVR(k) = \frac{\sum_{i=1}^k \lambda_i}{\sum_{i=1}^d \lambda_i}$
Neden PCA uygulanmadan önce verinin standartlaştırılması (z-score scaling) önerilir?,Ölçeği büyük olan değişkenlerin varyans hesaplamasını domine etmesini engellemek için.
LDA (Doğrusal Diskriminant Analizi) ile PCA arasındaki en temel kavramsal fark nedir?,"PCA denetimsiz (etiketsiz) bir yöntemken, LDA sınıfları birbirinden ayırmak için etiketli veri kullanan denetimli bir yöntemdir."
LDA'da maksimum bileşen sayısı ne ile sınırlıdır?,"Sınıf sayısı $K$ olmak üzere, en fazla $K-1$ bileşen üretilebilir."
t-SNE algoritması yüksek boyuttaki benzerlikleri düşük boyuta taşırken hangi olasılık dağılımını kullanır?,t-dağılımı (Student's t-distribution).
UMAP yönteminin t-SNE'ye göre avantajı nedir?,Daha hızlı çalışması ve yeni veri noktalarını mevcut projeksiyona dahil edebilmesidir.
Otoenkodörlerde (Autoencoders) 'Bottleneck' katmanının görevi nedir?,Veriyi en düşük boyutlu (sıkıştırılmış) temsiline ($z$) indirgemek.
Doğrusal olmayan yapıdaki veriler için PCA'nın hangi türevi 'Kernel Trick' kullanarak çalışır?,Kernel PCA (Çekirdek Tabanlı PCA).
Kümeleme (Clustering) analizinin temel amacı nedir?,"Grup içi benzerliği en yüksek, gruplar arası farklılığı en fazla olacak şekilde veriyi alt gruplara ayırmak."
K-Ortalamalar (K-Means) algoritmasında 'Inertia' metriği neyi ifade eder?,Veri noktalarının kendi küme merkezlerine olan uzaklıklarının kareleri toplamını.
Hiyerarşik kümelemede 'Dendrogram' neyi temsil eder?,Veri noktaları arasındaki birleşme hiyerarşisini ve kümeler arasındaki mesafe ilişkilerini.
DBSCAN gibi yoğunluk tabanlı kümeleme algoritmalarının klasik yöntemlere göre en büyük avantajı nedir?,Düzensiz ve karmaşık şekilli kümeleri tespit edebilmeleri ve gürültüyü (aykırı değerleri) ayırt edebilmeleridir.
EM (Expectation-Maximization) algoritması kümeleri nasıl tanımlar?,Veriyi farklı olasılık dağılımlarının (genellikle Gauss) bir bileşimi olarak varsayar ve 'yumuşak' (soft) kümeleme yapar.
Kümeleme analizinde 'Öklid Mesafesi' nasıl tanımlanır?,"İki nokta arasındaki en kısa, doğrusal mesafe."
Manhattan (City-block) mesafesi hangi kurala göre hesaplanır?,Koordinat eksenleri boyunca hareket edilerek hesaplanan mutlak farkların toplamı.
Hiyerarşik kümelemede 'Single Linkage' (Tekli Bağlantı) kuralı nedir?,"İki küme arasındaki mesafeyi, kümelerin birbirine en yakın eleman çifti arasındaki mesafe olarak tanımlar."
SOM (Kendi Kendini Organize Eden Haritalar) sinir ağı mimarisinin temel işlevi nedir?,Yüksek boyutlu veriyi topolojiyi koruyarak düşük boyutlu (genellikle 2D) bir haritaya indirgemek.
Sınıflandırma (Classification) problemi makine öğrenmesinin hangi kategorisine girer?,Denetimli Öğrenme (Supervised Learning).
İkili sınıflandırma (Binary Classification) için kullanılan temel kayıp fonksiyonu (loss function) nedir?,Binary Cross-Entropy Loss.
"Lojistik Regresyon modelinde çıktı olasılığını $[0, 1]$ aralığına sıkıştıran fonksiyon hangisidir?",Sigmoid (Lojistik) fonksiyonu: $\sigma(z) = \frac{1}{1 + e^{-z}}$.
Destek Vektör Makineleri (SVM) algoritmasının temel optimizasyon hedefi nedir?,Sınıflar arasındaki boşluğu (margin) maksimize eden karar hiperdüzlemini bulmak.
SVM'de 'Kernel Trick' ne işe yarar?,Veriyi daha yüksek boyutlu bir özellik uzayına taşıyarak doğrusal olmayan sınırların çizilmesini sağlar.
Karar Ağaçlarında 'Gini Safsızlığı' (Gini Impurity) neyi ölçer?,Bir düğümdeki verilerin sınıfsal homojenliğini (karışıklığını).
Rastgele Orman (Random Forest) algoritmasındaki 'Bagging' mantığı nedir?,Eğitim verisinden tekrarlı rastgele örneklemler (bootstrap) alarak birden fazla ağaç eğitmek ve sonuçları oylamak.
Gradient Boosting yönteminin Random Forest'tan temel farkı nedir?,"Ağaçların paralel değil, bir önceki ağacın hatalarını (artıkları) öğrenecek şekilde ardışıl olarak eğitilmesi."
k-En Yakın Komşu (k-NN) algoritması neden 'Tembel Öğrenme' (Lazy Learning) olarak adlandırılır?,"Eğitim aşamasında bir model kurmayıp, tüm hesaplamayı tahmin anında yaptığı için."
Naive Bayes algoritmasının 'Naive' (Saf) olarak adlandırılmasının sebebi nedir?,Özelliklerin sınıf verildiğinde birbirinden tamamen bağımsız olduğunu varsaymasıdır.
Yapay sinir ağlarında bir nöronun temel matematiksel denklemi nedir?,$a = \phi(\sum w_j x_j + b)$ (Burada $\phi$ aktivasyon fonksiyonudur).
Geri Yayılım (Backpropagation) algoritmasının temel amacı nedir?,Çıkış katmanındaki hatayı zincir kuralı kullanarak geriye doğru dağıtmak ve ağırlıkları güncellemek.
Sinir ağlarında 'ReLU' aktivasyon fonksiyonunun tanımı nedir?,"$g(z) = \max(0, z)$."
Modelin eğitim verisine aşırı uyum sağlaması sonucu test verisinde düşük performans göstermesi durumuna ne denir?,Overfitting (Aşırı Öğrenme).
Bias-Variance ödünleşimi açısından 'Underfitting' (Eksik Öğrenme) ne zaman gerçekleşir?,Model çok basit olduğunda ve verideki temel yapıyı öğrenemediğinde (Yüksek Bias).
K-Katlı Çapraz Doğrulama (K-Fold Cross Validation) yönteminin amacı nedir?,Veriyi farklı parçalara bölerek modelin genelleme yeteneğini daha güvenilir bir şekilde ölçmek.
Karmaşıklık Matrisinde (Confusion Matrix) 'F1 Skoru' nasıl hesaplanır?,Hassasiyet (Precision) ve Duyarlılığın (Recall) harmonik ortalaması alınarak.
Regresyon modellerinde 'Artık Değer' (Residual) nedir?,Gerçek değer ($y_i$) ile tahmin edilen değer ($\hat{y}_i$) arasındaki fark.
Ortalama Mutlak Hata (MAE) metriğinin en güçlü yönü nedir?,Aykırı değerlere (outliers) karşı dirençli ve stabil bir ölçüm sunması.
Ortalama Kare Hata (MSE) metriği hataları nasıl cezalandırır?,Hataların karesini aldığı için büyük sapmaları çok daha sert (üstel olarak) cezalandırır.
Kök Ortalama Kare Hata (RMSE) metriğinin MAE'ye göre yorumlama avantajı nedir?,"Hata birimini orijinal hedef değişken birimine (Örn: Dolar, Derece) geri döndürmesi."
Ortalama Mutlak Yüzde Hata (MAPE) metriğinin temel kısıtlaması nedir?,Gerçek değerler sıfıra çok yakın olduğunda sonucun matematiksel olarak belirsizleşmesi veya patlaması.
R-Kare ($R^2$) skoru neyi ifade eder?,Hedef değişkendeki varyansın yüzde kaçının modeldeki özellikler tarafından açıklandığını.
Neden 'Düzeltilmiş R-Kare' (Adjusted $R^2$) metriği standart R-Kare'den daha güvenilirdir?,Modele eklenen anlamsız değişkenler için cezalandırma yaparak sahte başarıyı engellediği için.
Boyutların Laneti (Curse of Dimensionality) veri noktaları arasındaki mesafeyi nasıl etkiler?,Boyut arttıkça noktalar arası mesafe birbirine çok benzer hale gelir ve en yakın komşu kavramı anlamını yitirir.
KD-Ağaçları (KD-Trees) uzayı bölmek için hangi geometrik yapıyı kullanır?,Eksenlere dik hiperdüzlemler.
XOR problemi neden tek katmanlı (doğrusal) modellerle çözülemez?,"XOR verisi doğrusal olarak ayrıştırılamaz, modellemek için doğrusal olmayan bir gizli katman gerekir."
Yapay sinir ağlarında 'Dropout' yönteminin işlevi nedir?,Eğitim sırasında nöronları rastgele kapatarak modelin belirli nöronlara aşırı bağımlı olmasını (overfitting) engellemek.
Sinir ağlarında 'Batch Normalization' neden kullanılır?,Eğitimi hızlandırmak ve gradyan sorunlarını (vanishing gradient) azaltmak için katman girişlerini normalize eder.
Gini Safsızlığı formülü nedir?,$Gini(t) = 1 - \sum_k p_k^2$
Bilgi Kazancı (Information Gain) hesaplanırken hangi kavram temel alınır?,Entropi (H).
SVM algoritmasında 'Soft Margin' kullanımı neyi amaçlar?,Verideki bazı gürültülü noktaların yanlış sınıfta kalmasına izin vererek daha genel bir karar sınırı oluşturmayı.
L2 Düzenlileştirmesi (Ridge) maliyet fonksiyonuna ne ekler?,Ağırlıkların karelerinin toplamını ($\lambda \cdot \sum w_j^2$).
L1 Düzenlileştirmesi (Lasso) modelde nasıl bir etki yaratır?,Bazı katsayıları tam olarak sıfıra eşitleyerek özellik seçimi (feature selection) yapar.
Sinir ağlarında 'Softmax' fonksiyonu genellikle hangi katmanda kullanılır?,Çok sınıflı sınıflandırma problemlerinde çıkış katmanında.
Evrensel Yaklaşım Teoremi (Universal Approximation Theorem) neyi savunur?,Yeterince geniş tek bir gizli katmana sahip MLP'nin her türlü sürekli fonksiyonu temsil edebileceğini.
Gradient Descent algoritmasındaki 'Öğrenme Oranı' ($\alpha$) neyi belirler?,Minimuma ulaşmak için her adımda atılan güncellemelerin büyüklüğünü.
PCA'nın geometrik yorumunda birinci temel bileşen (PC1) hangi yöndedir?,Verideki maksimum varyansın olduğu doğrultudadır.
Hiyerarşik kümelemede 'Complete Linkage' mesafeyi nasıl ölçer?,İki kümenin elemanları arasındaki en büyük mesafeyi temel alarak.
Naive Bayes türlerinden hangisi sürekli (continuous) değişkenler için uygundur?,Gaussian Naive Bayes.
Random Forest'ta her düğümde rastgele $m < d$ özellik seçilmesinin temel amacı nedir?,Ağaçlar arasındaki korelasyonu düşürerek topluluk varyansını azaltmak.
k-NN'de $K$ sayısının çok küçük seçilmesi hangi soruna yol açar?,Yüksek varyans ve aşırı öğrenme (overfitting).
Vektörleştirme (Vectorization) sinir ağı eğitiminde neden önemlidir?,Çok sayıda skaler işlemi tek bir matris çarpımına dönüştürerek donanım (GPU) hızlandırması sağlar.
Sigmoid fonksiyonunun türevinin çok küçük olması hangi eğitim problemine yol açar?,Gradyan Kaybolması (Vanishing Gradient).
Karar ağaçlarında 'Dallanma Kriteri' olarak ne seçilir?,En yüksek bilgi kazancını (Information Gain) sağlayan özellik ve eşik değeri.
Boyut düşürme neden 'Gürültü Azaltma' (Noise Reduction) sağlar?,Az varyans taşıyan bileşenler (genellikle gürültü) atıldığı için sinyal/gürültü oranı artar.
LDA'da 'Sınıf İçi Saçılım' ($S_W$) matrisinin minimize edilmesi ne anlama gelir?,Aynı sınıfa ait örneklerin birbirine olabildiğince yakınlaşması.
Otoenkodör türlerinden hangisi gürültülü veriden temiz veriyi öğrenmek için tasarlanmıştır?,Denoising Autoencoder.
PCA formülasyonunda özvektörler arasındaki ilişki nasıldır?,Özvektörler birbirine ortogonaldir (diktir) ve aralarında korelasyon yoktur.
Kümelemede 'Uzman Doğrulaması' (Sanity Check) neden gereklidir?,İstatistiksel olarak bulunan kümelerin gerçek dünya iş mantığına (Örn: Pazar segmentasyonu) uygunluğunu denetlemek için.
Regresyon modelinde $R^2 = 0.82$ sonucu ne anlama gelir?,"Model, verideki değişkenliğin $\%82$'sini açıklayabilmektedir."
SVD (Tekil Değer Ayrışımı) ile PCA arasındaki ilişki nedir?,"SVD, PCA hesaplamasını sayısal olarak daha kararlı bir şekilde gerçekleştirmek için kullanılır."
Adam optimizer'ın temel karakteristiği nedir?,Adaptif öğrenme hızı kullanarak her parametre için güncellemeyi ayarlar.